,Drug,Cell
52,122819,SK_OV_3
15,26271,SK_MEL_5
19,34462,UACC_62
230,754366,IGROV1
69,143095,BT_549
37,95382,OVCAR_8
218,736202,SF_268
123,349174,NCI_H460
171,637037,MCF7
267,789797,SK_MEL_5
211,724998,COLO205
226,752840,SF_295
221,737518,NCI_H522
150,606497,HT29
178,673596,SK_MEL_28
184,681637,NCI_ADR_RES
267,789797,HCT_15
202,698037,U251
167,627505,SF_539
261,767125,K_562
93,256942,HS578T
221,737518,MALME_3M
138,369395,RPMI_8226
88,246131,SF_539
185,681638,NCI_H23
242,757804,UACC_62
64,138783,HCT_116
266,784722,HCC_2998
241,757348,UO_31
138,369395,SR
176,643833,COLO205
26,71261,T47D
151,606498,NCI_H322M
209,719627,MCF7
49,111533,HOP_62
160,610459,HL_60
241,757348,HS578T
164,619232,TK_10
139,374028,HS578T
256,759878,OVCAR_8
59,132483,MDA_MB_231
54,124463,SN12C
90,249992,HCT_116
111,308847,UO_31
122,348948,T47D
69,143095,ACHN
103,287459,UO_31
151,606498,NCI_H460
114,320846,HCT_116
132,363812,T47D
110,303812,NCI_H460
210,721517,SNB_19
154,606985,HOP_62
62,134727,SK_MEL_28
131,357704,UACC_62
135,366140,SK_MEL_5
173,638066,IGROV1
29,73754,786_0
242,757804,SW_620
139,374028,SK_MEL_5
217,736201,NCI_ADR_RES
256,759878,A549
188,681641,UACC_257
119,338947,IGROV1
265,783107,SK_OV_3
150,606497,MOLT_4
131,357704,EKVX
8,6396,SK_MEL_2
108,301739,RXF_393
231,754771,CCRF_CEM
244,758251,MCF7
115,326231,CAKI_1
24,63878,HCT_116
179,681632,RPMI_8226
71,148958,NCI_H460
2,755,A549
106,295501,HCT_116
53,123127,RXF_393
127,353451,CAKI_1
233,755841,SF_295
146,603077,M14
103,287459,T47D
116,328410,HCT_116
13,24559,NCI_ADR_RES
242,757804,UACC_257
126,352299,EKVX
240,757098,UO_31
52,122819,NCI_H522
157,610456,IGROV1
66,141540,CCRF_CEM
94,264137,SW_620
25,63984,SF_268
238,757036,DU_145
243,758230,786_0
39,95466,SR
170,634724,HOP_92
123,349174,HT29
250,758706,CCRF_CEM
211,724998,HOP_62
91,256439,SW_620
199,694501,M14
250,758706,MOLT_4
6,3053,MDA_MB_435
47,107392,OVCAR_8
1,752,ACHN
267,789797,BT_549
39,95466,OVCAR_5
20,38721,OVCAR_3
70,145668,COLO205
25,63984,OVCAR_5
31,79037,SW_620
43,104800,HL_60
229,754365,ACHN
162,616348,COLO205
194,682298,ACHN
205,708298,SNB_19
104,295499,MCF7
38,95441,UO_31
26,71261,U251
238,757036,IGROV1
115,326231,MDA_MB_435
172,637651,OVCAR_5
66,141540,KM12
88,246131,HOP_92
89,249910,MOLT_4
188,681641,SF_295
137,369100,NCI_ADR_RES
186,681639,NCI_ADR_RES
240,757098,OVCAR_5
81,176323,NCI_H226
246,758423,IGROV1
240,757098,SR
70,145668,LOXIMVI
97,268242,SW_620
230,754366,T47D
260,765775,SNB_19
113,314622,TK_10
67,141549,NCI_H226
104,295499,HCC_2998
123,349174,SK_MEL_28
176,643833,NCI_H23
147,606170,SK_MEL_2
70,145668,OVCAR_8
59,132483,UO_31
42,102627,HCC_2998
147,606170,SW_620
240,757098,OVCAR_4
77,167780,RXF_393
237,756717,K_562
53,123127,SNB_19
199,694501,PC_3
160,610459,OVCAR_4
188,681641,EKVX
63,135758,A549
170,634724,RXF_393
224,740645,TK_10
91,256439,ACHN
12,19893,MDA_MB_231
198,683558,A498
155,606986,OVCAR_3
197,683557,HT29
84,184692,MOLT_4
241,757348,CAKI_1
10,9706,CAKI_1
126,352299,MALME_3M
43,104800,UACC_62
78,169780,UACC_62
74,156303,SF_539
67,141549,CCRF_CEM
252,759195,UO_31
122,348948,SNB_75
206,709237,MALME_3M
42,102627,RPMI_8226
231,754771,SF_539
177,656889,COLO205
121,344007,MDA_N
115,326231,SF_539
5,1895,SF_539
112,312887,COLO205
5,1895,OVCAR_3
261,767125,UACC_62
97,268242,A498
258,760764,SF_539
12,19893,HOP_92
56,126771,MALME_3M
265,783107,ACHN
85,218321,SK_MEL_2
12,19893,COLO205
201,697912,HS578T
181,681634,NCI_H226
249,758671,SNB_75
183,681636,OVCAR_3
149,606173,KM12
57,127716,HOP_62
58,132313,OVCAR_3
48,109724,A549
62,134727,LOXIMVI
45,105132,TK_10
99,271674,OVCAR_4
202,698037,SF_539
112,312887,SK_MEL_2
216,736198,MCF7
238,757036,SK_MEL_5
132,363812,COLO205
196,683556,UACC_257
63,135758,SNB_75
256,759878,KM12
206,709237,A549
210,721517,SK_OV_3
85,218321,KM12
41,100880,OVCAR_3
221,737518,MCF7
181,681634,HCT_116
1,752,HL_60
70,145668,RXF_393
85,218321,MOLT_4
119,338947,NCI_H226
75,163501,RPMI_8226
94,264137,NCI_H522
247,758612,SF_295
247,758612,HL_60
56,126771,K_562
225,747856,A498
260,765775,OVCAR_3
38,95441,MALME_3M
35,89201,UO_31
139,374028,RPMI_8226
87,241240,UACC_62
157,610456,BT_549
152,606499,A498
42,102627,RXF_393
68,143020,CCRF_CEM
77,167780,OVCAR_8
11,14229,NCI_H322M
240,757098,HS578T
207,710270,IGROV1
51,118994,IGROV1
98,269148,HCT_15
176,643833,SF_295
3,762,SK_MEL_28
9,8806,SK_MEL_5
243,758230,OVCAR_3
252,759195,HCT_116
98,269148,SF_268
113,314622,NCI_ADR_RES
95,266046,MALME_3M
82,178248,A498
125,352122,SF_539
38,95441,K_562
167,627505,HCT_15
243,758230,HCC_2998
35,89201,SF_295
195,683555,A498
260,765775,OVCAR_4
231,754771,OVCAR_3
186,681639,UACC_257
2,755,SNB_19
205,708298,HS578T
242,757804,NCI_ADR_RES
73,154948,786_0
152,606499,HCT_15
11,14229,SW_620
207,710270,NCI_ADR_RES
80,174121,MOLT_4
125,352122,MOLT_4
149,606173,A549
249,758671,SK_MEL_28
193,681646,HOP_62
148,606172,RPMI_8226
25,63984,DU_145
261,767125,NCI_H460
21,45388,M14
9,8806,OVCAR_8
113,314622,SF_268
227,753686,786_0
236,756660,786_0
115,326231,SK_MEL_28
88,246131,NCI_H322M
88,246131,OVCAR_3
142,526598,MOLT_4
157,610456,NCI_H23
172,637651,HOP_92
203,702294,SF_295
0,740,MOLT_4
167,627505,UO_31
197,683557,UO_31
29,73754,HCT_15
207,710270,A498
117,329680,DU_145
97,268242,PC_3
162,616348,U251
112,312887,IGROV1
248,758667,HOP_92
114,320846,SN12C
46,107124,NCI_H522
211,724998,NCI_H460
200,697887,RPMI_8226
91,256439,HCC_2998
100,276382,OVCAR_3
108,301739,NCI_H226
263,768593,DU_145
179,681632,MALME_3M
121,344007,T47D
236,756660,SW_620
179,681632,HCC_2998
218,736202,SF_295
145,603076,M14
149,606173,LOXIMVI
30,77213,SK_MEL_5
42,102627,SN12C
28,71851,SF_539
44,105014,SR
171,637037,OVCAR_8
189,681642,HL_60
3,762,A549
131,357704,SK_MEL_28
259,765396,U251
168,629971,BT_549
50,118218,UACC_257
24,63878,SF_295
21,45388,SK_MEL_2
180,681633,SK_MEL_5
264,772992,RPMI_8226
207,710270,HL_60
225,747856,MCF7
86,224131,SW_620
193,681646,M14
42,102627,EKVX
207,710270,SK_OV_3
164,619232,M14
14,25154,HS578T
108,301739,SK_MEL_28
83,182986,T47D
244,758251,HCT_15
7,3088,NCI_H522
47,107392,A498
33,83142,UACC_62
170,634724,SN12C
128,354258,HL_60
215,735037,HOP_92
77,167780,UACC_62
90,249992,NCI_H522
205,708298,ACHN
200,697887,U251
189,681642,CAKI_1
245,758255,A549
51,118994,ACHN
162,616348,OVCAR_4
191,681644,SNB_75
47,107392,NCI_ADR_RES
205,708298,SK_MEL_2
38,95441,HCC_2998
233,755841,TK_10
78,169780,PC_3
173,638066,ACHN
53,123127,MDA_MB_435
53,123127,LOXIMVI
33,83142,HCC_2998
226,752840,SR
52,122819,UO_31
129,354646,NCI_H322M
232,755384,HCT_116
176,643833,RPMI_8226
188,681641,SK_OV_3
113,314622,RXF_393
230,754366,SK_OV_3
264,772992,A498
170,634724,MDA_MB_231
248,758667,MALME_3M
168,629971,MOLT_4
66,141540,K_562
121,344007,UO_31
138,369395,HOP_92
164,619232,U251
31,79037,SNB_19
232,755384,DU_145
13,24559,MOLT_4
37,95382,U251
198,683558,UACC_257
67,141549,MCF7
132,363812,OVCAR_5
66,141540,SNB_19
85,218321,K_562
198,683558,SK_MEL_2
126,352299,MDA_N
255,759857,MDA_MB_435
106,295501,LOXIMVI
194,682298,CCRF_CEM
39,95466,RXF_393
242,757804,OVCAR_5
225,747856,CCRF_CEM
248,758667,EKVX
184,681637,BT_549
213,728073,MDA_MB_435
108,301739,UACC_257
113,314622,M14
84,184692,UACC_257
216,736198,LOXIMVI
61,134679,UACC_257
68,143020,T47D
186,681639,HOP_62
46,107124,OVCAR_5
85,218321,SK_MEL_5
268,791785,SK_OV_3
128,354258,OVCAR_3
121,344007,PC_3
93,256942,RXF_393
45,105132,T47D
100,276382,NCI_H23
164,619232,KM12
178,673596,MCF7
226,752840,MOLT_4
123,349174,M14
228,754230,RXF_393
261,767125,NCI_ADR_RES
143,603071,HOP_92
181,681634,UACC_257
247,758612,HCT_15
209,719627,DU_145
199,694501,NCI_H460
247,758612,OVCAR_3
73,154948,T47D
7,3088,HCC_2998
10,9706,SK_MEL_5
79,172112,HT29
125,352122,SF_295
74,156303,NCI_H23
86,224131,HCC_2998
28,71851,RXF_393
149,606173,UACC_62
263,768593,OVCAR_5
60,134033,BT_549
142,526598,NCI_H460
121,344007,HOP_92
86,224131,SK_MEL_2
36,94600,MOLT_4
9,8806,LOXIMVI
6,3053,HOP_92
28,71851,SK_MEL_2
81,176323,U251
236,756660,SK_MEL_28
141,409962,NCI_H522
160,610459,NCI_H23
101,279836,MDA_MB_435
181,681634,NCI_H23
216,736198,NCI_H322M
40,95678,A549
20,38721,NCI_H460
204,706744,K_562
257,760419,CAKI_1
207,710270,NCI_H522
109,302991,CAKI_1
86,224131,A549
26,71261,HT29
227,753686,HCT_116
257,760419,IGROV1
68,143020,SF_295
130,355644,TK_10
74,156303,SF_268
193,681646,SK_MEL_5
171,637037,SF_539
258,760764,SW_620
207,710270,COLO205
203,702294,U251
261,767125,TK_10
208,719276,MCF7
193,681646,NCI_H226
147,606170,EKVX
216,736198,U251
51,118994,SNB_19
41,100880,UACC_257
27,71795,U251
254,759614,EKVX
102,281612,MDA_N
224,740645,NCI_H522
43,104800,PC_3
172,637651,LOXIMVI
97,268242,OVCAR_8
55,125066,HCT_116
155,606986,SW_620
260,765775,T47D
196,683556,LOXIMVI
123,349174,HL_60
120,343499,K_562
170,634724,SNB_75
204,706744,M14
77,167780,A498
245,758255,NCI_H322M
53,123127,BT_549
225,747856,SF_295
245,758255,UACC_62
239,757087,NCI_H522
226,752840,IGROV1
230,754366,OVCAR_3
178,673596,CAKI_1
128,354258,MOLT_4
24,63878,SW_620
53,123127,786_0
246,758423,MDA_MB_231
39,95466,LOXIMVI
16,26980,RPMI_8226
145,603076,IGROV1
20,38721,OVCAR_5
266,784722,HL_60
210,721517,DU_145
201,697912,K_562
163,618939,BT_549
261,767125,SK_MEL_2
